map_simple_use,premise_age_bucketed,height_bucket,total_count,global_average_floorcount,updated
Mixed Use,1919-1944,2-3m,12,1.0,True
Mixed Use,1919-1944,3-4m,666,1.0,True
Mixed Use,1919-1944,4-5m,203,1.0,True
Mixed Use,1919-1944,5-6m,772,1.9870466321243525,False
Mixed Use,1919-1944,6-7m,1765,2.0,False
Mixed Use,1919-1944,7-8m,5501,2.0392655880748953,False
Mixed Use,1919-1944,8-9m,19830,2.073827534039334,False
Mixed Use,1919-1944,9-10m,30656,2.140625,False
Mixed Use,1919-1944,10-11m,15447,2.315854211173691,False
Mixed Use,1919-1944,11-12m,6467,2.911550950981908,False
Mixed Use,1919-1944,12-13m,6381,3.0405892493339604,False
Mixed Use,1919-1944,13-14m,5398,3.083178955168581,False
Mixed Use,1919-1944,14-15m,4034,3.164600892414477,False
Mixed Use,1919-1944,15-16m,2688,3.3061755952380953,False
Mixed Use,1919-1944,16-17m,1753,3.638904734740445,False
Mixed Use,1919-1944,17-18m,1013,4.047384007897334,False
Mixed Use,1919-1944,18-19m,781,4.099871959026888,False
Mixed Use,1919-1944,19-20m,443,4.169300225733634,False
Mixed Use,1919-1944,20-22m,486,4.3806584362139915,False
Mixed Use,1919-1944,22-24m,143,5.195804195804196,False
Mixed Use,1919-1944,24-26m,55,5.618181818181818,False
Mixed Use,1919-1944,26-28m,53,5.9245283018867925,False
Mixed Use,1919-1944,28-30m,27,6.37037037037037,False
Mixed Use,1919-1944,30-35m,34,7.382352941176471,False
Mixed Use,1919-1944,35-40m,26,8.23076923076923,False
Mixed Use,1919-1944,40-45m,87,10.206624168514411,True
Mixed Use,"1919-1944,1945-1959",5-6m,2087,1.9256124704355424,True
Mixed Use,"1919-1944,1945-1959",6-7m,4421,2.0,True
Mixed Use,"1919-1944,1945-1959",7-8m,13202,2.033442819089168,True
Mixed Use,"1919-1944,1945-1959",8-9m,41625,2.098780412768703,True
Mixed Use,"1919-1944,1945-1959",9-10m,34,2.0588235294117645,False
Mixed Use,"1919-1944,1945-1959",10-11m,26,2.076923076923077,False
Mixed Use,"1919-1944,1945-1959",11-12m,14403,2.93426980201052,True
Mixed Use,"1919-1944,1945-1959",12-13m,14202,3.185960732640488,True
Mixed Use,"1919-1944,1945-1959",13-14m,13094,3.217396930097545,True
Mixed Use,"1919-1944,1945-1959",14-15m,10615,3.2970475374225527,True
Mixed Use,"1919-1944,1945-1959",15-16m,7694,3.4488248945029185,True
Mixed Use,"1919-1944,1945-1959",16-17m,5321,3.5324594052666254,True
Mixed Use,"1919-1944,1945-1959",18-19m,2218,4.447590057199749,True
Mixed Use,"1919-1944,1945-1959",19-20m,1696,4.453166074949566,True
Mixed Use,"1919-1944,1945-1959",20-22m,2426,4.670990077391415,True
Mixed Use,"1919-1944,1945-1959",22-24m,729,5.287020562692196,True
Mixed Use,"1919-1944,1945-1959",26-28m,497,5.958430256476302,True
Mixed Use,"1919-1944,1945-1959,1980-1989",9-10m,57689,2.12602183900008,True
Mixed Use,"1919-1944,1945-1959,1990-1999",9-10m,57689,2.12602183900008,True
Mixed Use,"1919-1944,1945-1959,Pre 1919",7-8m,13202,2.033442819089168,True
Mixed Use,"1919-1944,1945-1959,Pre 1919",8-9m,41625,2.098780412768703,True
Mixed Use,"1919-1944,1945-1959,Pre 1919",9-10m,57689,2.12602183900008,True
Mixed Use,"1919-1944,1945-1959,Pre 1919",10-11m,29666,2.29514297877576,True
Mixed Use,"1919-1944,1945-1959,Pre 1919",12-13m,14202,3.185960732640488,True
Mixed Use,"1919-1944,1945-1959,Pre 1919",14-15m,10615,3.2970475374225527,True
Mixed Use,"1919-1944,1960-1979",5-6m,2087,1.9256124704355424,True
Mixed Use,"1919-1944,1960-1979",7-8m,13202,2.033442819089168,True
Mixed Use,"1919-1944,1960-1979",8-9m,41625,2.098780412768703,True
Mixed Use,"1919-1944,1960-1979",9-10m,57689,2.12602183900008,True
Mixed Use,"1919-1944,1960-1979",10-11m,29666,2.29514297877576,True
Mixed Use,"1919-1944,1960-1979",11-12m,14403,2.93426980201052,True
Mixed Use,"1919-1944,1960-1979",12-13m,14202,3.185960732640488,True
Mixed Use,"1919-1944,1960-1979",13-14m,13094,3.217396930097545,True
Mixed Use,"1919-1944,1960-1979",14-15m,10615,3.2970475374225527,True
Mixed Use,"1919-1944,1960-1979",16-17m,5321,3.5324594052666254,True
Mixed Use,"1919-1944,1960-1979",18-19m,2218,4.447590057199749,True
Mixed Use,"1919-1944,1960-1979",24-26m,430,6.161327749773762,True
Mixed Use,"1919-1944,1980-1989",7-8m,13202,2.033442819089168,True
Mixed Use,"1919-1944,1980-1989",8-9m,41625,2.098780412768703,True
Mixed Use,"1919-1944,1980-1989",9-10m,57689,2.12602183900008,True
Mixed Use,"1919-1944,1980-1989",10-11m,29666,2.29514297877576,True
Mixed Use,"1919-1944,1980-1989",11-12m,14403,2.93426980201052,True
Mixed Use,"1919-1944,1980-1989",13-14m,13094,3.217396930097545,True
Mixed Use,"1919-1944,1980-1989",14-15m,10615,3.2970475374225527,True
Mixed Use,"1919-1944,1980-1989",15-16m,7694,3.4488248945029185,True
Mixed Use,"1919-1944,1980-1989",16-17m,5321,3.5324594052666254,True
Mixed Use,"1919-1944,1980-1989",19-20m,1696,4.453166074949566,True
Mixed Use,"1919-1944,1980-1989",20-22m,2426,4.670990077391415,True
Mixed Use,"1919-1944,1980-1989",22-24m,729,5.287020562692196,True
Mixed Use,"1919-1944,1980-1989",28-30m,213,6.867757022012341,True
Mixed Use,"1919-1944,1980-1989,Pre 1919",11-12m,14403,2.93426980201052,True
Mixed Use,"1919-1944,1980-1989,Pre 1919",16-17m,5321,3.5324594052666254,True
Mixed Use,"1919-1944,1980-1989,Pre 1919",20-22m,2426,4.670990077391415,True
Mixed Use,"1919-1944,1980-1989,Pre 1919",26-28m,497,5.958430256476302,True
Mixed Use,"1919-1944,1990-1999",7-8m,13202,2.033442819089168,True
Mixed Use,"1919-1944,1990-1999",8-9m,41625,2.098780412768703,True
Mixed Use,"1919-1944,1990-1999",9-10m,57689,2.12602183900008,True
Mixed Use,"1919-1944,1990-1999",10-11m,29666,2.29514297877576,True
Mixed Use,"1919-1944,Post 1999",6-7m,4421,2.0,True
Mixed Use,"1919-1944,Post 1999",8-9m,41625,2.098780412768703,True
Mixed Use,"1919-1944,Post 1999",9-10m,57689,2.12602183900008,True
Mixed Use,"1919-1944,Post 1999",10-11m,29666,2.29514297877576,True
Mixed Use,"1919-1944,Pre 1919",5-6m,2087,1.9256124704355424,True
Mixed Use,"1919-1944,Pre 1919",6-7m,4421,2.0,True
Mixed Use,"1919-1944,Pre 1919",7-8m,13202,2.033442819089168,True
Mixed Use,"1919-1944,Pre 1919",8-9m,51,2.156862745098039,False
Mixed Use,"1919-1944,Pre 1919",9-10m,86,2.0232558139534884,False
Mixed Use,"1919-1944,Pre 1919",10-11m,55,2.2,False
Mixed Use,"1919-1944,Pre 1919",11-12m,14403,2.93426980201052,True
Mixed Use,"1919-1944,Pre 1919",12-13m,14202,3.185960732640488,True
Mixed Use,"1919-1944,Pre 1919",13-14m,13094,3.217396930097545,True
Mixed Use,"1919-1944,Pre 1919",14-15m,10615,3.2970475374225527,True
Mixed Use,"1919-1944,Pre 1919",15-16m,7694,3.4488248945029185,True
Mixed Use,"1919-1944,Pre 1919",16-17m,5321,3.5324594052666254,True
Mixed Use,"1919-1944,Pre 1919",17-18m,2679,4.3040379413597085,True
Mixed Use,"1919-1944,Pre 1919",18-19m,2218,4.447590057199749,True
Mixed Use,"1919-1944,Pre 1919",19-20m,1696,4.453166074949566,True
Mixed Use,"1919-1944,Pre 1919",20-22m,2426,4.670990077391415,True
Mixed Use,"1919-1944,Pre 1919",22-24m,729,5.287020562692196,True
Mixed Use,"1919-1944,Pre 1919",26-28m,497,5.958430256476302,True
Mixed Use,"1919-1944,Pre 1919",28-30m,213,6.867757022012341,True
Mixed Use,"1919-1944,Pre 1919",30-35m,301,7.937860100322319,True
Mixed Use,"1919-1944,Pre 1919",35-40m,129,8.347571775071774,True
Mixed Use,1945-1959,2-3m,12,1.0,True
Mixed Use,1945-1959,3-4m,87,1.0,False
Mixed Use,1945-1959,4-5m,50,1.0,False
Mixed Use,1945-1959,5-6m,291,1.8900343642611683,False
Mixed Use,1945-1959,6-7m,583,2.0,False
Mixed Use,1945-1959,7-8m,1353,2.082779009608278,False
Mixed Use,1945-1959,8-9m,3838,2.20088587806149,False
Mixed Use,1945-1959,9-10m,4527,2.3127899271040424,False
Mixed Use,1945-1959,10-11m,2536,2.6108044164037856,False
Mixed Use,1945-1959,11-12m,1593,2.97489014438167,False
Mixed Use,1945-1959,12-13m,1174,3.0562180579216354,False
Mixed Use,1945-1959,13-14m,892,3.133408071748879,False
Mixed Use,1945-1959,14-15m,675,3.140740740740741,False
Mixed Use,1945-1959,15-16m,327,3.293577981651376,False
Mixed Use,1945-1959,16-17m,173,3.520231213872832,False
Mixed Use,1945-1959,17-18m,144,4.270833333333333,False
Mixed Use,1945-1959,18-19m,91,4.406593406593407,False
Mixed Use,1945-1959,19-20m,101,4.673267326732673,False
Mixed Use,1945-1959,20-22m,142,4.788732394366197,False
Mixed Use,1945-1959,22-24m,61,5.60655737704918,False
Mixed Use,1945-1959,24-26m,43,6.255813953488372,False
Mixed Use,1945-1959,26-28m,41,6.146341463414634,False
Mixed Use,1945-1959,28-30m,40,7.625,False
Mixed Use,1945-1959,30-35m,36,7.472222222222222,False
Mixed Use,1945-1959,35-40m,129,8.347571775071774,True
Mixed Use,1945-1959,40-45m,87,10.206624168514411,True
Mixed Use,1945-1959,45-50m,30,11.813333333333333,True
Mixed Use,1945-1959,55-60m,8,16.6,True
Mixed Use,1945-1959,60-70m,8,14.6,True
Mixed Use,1945-1959,70-80m,4,22.666666666666664,True
Mixed Use,1945-1959,80-90m,6,25.0,True
Mixed Use,"1945-1959,1980-1989",3-4m,666,1.0,True
Mixed Use,"1945-1959,1980-1989",6-7m,4421,2.0,True
Mixed Use,"1945-1959,1980-1989",7-8m,13202,2.033442819089168,True
Mixed Use,"1945-1959,1980-1989",8-9m,41625,2.098780412768703,True
Mixed Use,"1945-1959,1980-1989",9-10m,57689,2.12602183900008,True
Mixed Use,"1945-1959,1980-1989",10-11m,29666,2.29514297877576,True
Mixed Use,"1945-1959,1980-1989",11-12m,14403,2.93426980201052,True
Mixed Use,"1945-1959,1980-1989",12-13m,14202,3.185960732640488,True
Mixed Use,"1945-1959,1980-1989",13-14m,13094,3.217396930097545,True
Mixed Use,"1945-1959,1980-1989",14-15m,10615,3.2970475374225527,True
Mixed Use,"1945-1959,1980-1989",15-16m,7694,3.4488248945029185,True
Mixed Use,"1945-1959,1980-1989",16-17m,5321,3.5324594052666254,True
Mixed Use,"1945-1959,1980-1989",17-18m,2679,4.3040379413597085,True
Mixed Use,"1945-1959,1980-1989",18-19m,2218,4.447590057199749,True
