,map_simple_use,premise_age_bucketed,height_bucket,total_count,global_average_floorcount
1550,Mixed Use,"Pre 1919,Unknown date",11-12m,0,
1551,Mixed Use,"Pre 1919,Unknown date",12-13m,0,
1552,Mixed Use,"Pre 1919,Unknown date",13-14m,0,
1553,Mixed Use,"Pre 1919,Unknown date",14-15m,0,
1554,Mixed Use,"Pre 1919,Unknown date",15-16m,0,
1555,Mixed Use,"Pre 1919,Unknown date",16-17m,0,
1556,Mixed Use,"Pre 1919,Unknown date",17-18m,0,
1557,Mixed Use,"Pre 1919,Unknown date",18-19m,0,
1558,Mixed Use,"Pre 1919,Unknown date",19-20m,0,
1559,Mixed Use,"Pre 1919,Unknown date",20-22m,0,
1560,Mixed Use,"Pre 1919,Unknown date",22-24m,0,
1561,Mixed Use,"Pre 1919,Unknown date",24-26m,0,
1562,Mixed Use,"Pre 1919,Unknown date",26-28m,0,
1563,Mixed Use,"Pre 1919,Unknown date",28-30m,0,
1564,Mixed Use,"Pre 1919,Unknown date",30-35m,0,
1565,Mixed Use,"Pre 1919,Unknown date",35-40m,0,
1566,Mixed Use,"Pre 1919,Unknown date",40-45m,0,
1567,Mixed Use,"Pre 1919,Unknown date",45-50m,0,
1568,Mixed Use,"Pre 1919,Unknown date",50-55m,0,
1569,Mixed Use,"Pre 1919,Unknown date",55-60m,0,
1570,Mixed Use,"Pre 1919,Unknown date",60-70m,0,
1571,Mixed Use,"Pre 1919,Unknown date",70-80m,0,
1572,Mixed Use,"Pre 1919,Unknown date",80-90m,0,
1573,Mixed Use,"Pre 1919,Unknown date",90-100m,0,
1574,Mixed Use,"Pre 1919,Unknown date",100-200m,0,
1575,Mixed Use,Unknown date,0-2m,0,
1576,Mixed Use,Unknown date,2-3m,1,1.0
1577,Mixed Use,Unknown date,3-4m,315,1.0
1578,Mixed Use,Unknown date,4-5m,41,1.0
1579,Mixed Use,Unknown date,5-6m,275,1.88
1580,Mixed Use,Unknown date,6-7m,549,2.0
1581,Mixed Use,Unknown date,7-8m,2244,2.0944741532976825
1582,Mixed Use,Unknown date,8-9m,6645,2.1172310007524455
1583,Mixed Use,Unknown date,9-10m,6155,2.17497969130788
1584,Mixed Use,Unknown date,10-11m,1728,2.7378472222222223
1585,Mixed Use,Unknown date,11-12m,1002,3.373253493013972
1586,Mixed Use,Unknown date,12-13m,660,3.484848484848485
1587,Mixed Use,Unknown date,13-14m,391,4.0741687979539645
1588,Mixed Use,Unknown date,14-15m,255,4.392156862745098
1589,Mixed Use,Unknown date,15-16m,139,4.64748201438849
1590,Mixed Use,Unknown date,16-17m,105,4.9523809523809526
1591,Mixed Use,Unknown date,17-18m,53,5.037735849056604
1592,Mixed Use,Unknown date,18-19m,49,5.73469387755102
1593,Mixed Use,Unknown date,19-20m,18,5.666666666666667
1594,Mixed Use,Unknown date,20-22m,30,6.133333333333334
1595,Mixed Use,Unknown date,22-24m,8,5.5
1596,Mixed Use,Unknown date,24-26m,4,7.25
1597,Mixed Use,Unknown date,26-28m,6,8.0
1598,Mixed Use,Unknown date,28-30m,2,9.0
1599,Mixed Use,Unknown date,30-35m,1,11.0
1600,Mixed Use,Unknown date,35-40m,0,
1601,Mixed Use,Unknown date,40-45m,0,
1602,Mixed Use,Unknown date,45-50m,0,
1603,Mixed Use,Unknown date,50-55m,0,
1604,Mixed Use,Unknown date,55-60m,1,18.0
1605,Mixed Use,Unknown date,60-70m,0,
1606,Mixed Use,Unknown date,70-80m,0,
1607,Mixed Use,Unknown date,80-90m,0,
1608,Mixed Use,Unknown date,90-100m,0,
1609,Mixed Use,Unknown date,100-200m,0,
1610,Non Residential,"1837-1869,Pre 1919",0-2m,0,
1611,Non Residential,"1837-1869,Pre 1919",2-3m,0,
1612,Non Residential,"1837-1869,Pre 1919",3-4m,0,
1613,Non Residential,"1837-1869,Pre 1919",4-5m,0,
1614,Non Residential,"1837-1869,Pre 1919",5-6m,0,
1615,Non Residential,"1837-1869,Pre 1919",6-7m,0,
1616,Non Residential,"1837-1869,Pre 1919",7-8m,0,
1617,Non Residential,"1837-1869,Pre 1919",8-9m,0,
1618,Non Residential,"1837-1869,Pre 1919",9-10m,0,
1619,Non Residential,"1837-1869,Pre 1919",10-11m,1,2.0
1620,Non Residential,"1837-1869,Pre 1919",11-12m,0,
1621,Non Residential,"1837-1869,Pre 1919",12-13m,0,
1622,Non Residential,"1837-1869,Pre 1919",13-14m,0,
1623,Non Residential,"1837-1869,Pre 1919",14-15m,0,
1624,Non Residential,"1837-1869,Pre 1919",15-16m,0,
1625,Non Residential,"1837-1869,Pre 1919",16-17m,0,
1626,Non Residential,"1837-1869,Pre 1919",17-18m,0,
1627,Non Residential,"1837-1869,Pre 1919",18-19m,0,
1628,Non Residential,"1837-1869,Pre 1919",19-20m,0,
1629,Non Residential,"1837-1869,Pre 1919",20-22m,0,
1630,Non Residential,"1837-1869,Pre 1919",22-24m,0,
1631,Non Residential,"1837-1869,Pre 1919",24-26m,0,
1632,Non Residential,"1837-1869,Pre 1919",26-28m,0,
1633,Non Residential,"1837-1869,Pre 1919",28-30m,0,
1634,Non Residential,"1837-1869,Pre 1919",30-35m,0,
1635,Non Residential,"1837-1869,Pre 1919",35-40m,0,
1636,Non Residential,"1837-1869,Pre 1919",40-45m,0,
1637,Non Residential,"1837-1869,Pre 1919",45-50m,0,
1638,Non Residential,"1837-1869,Pre 1919",50-55m,0,
1639,Non Residential,"1837-1869,Pre 1919",55-60m,0,
1640,Non Residential,"1837-1869,Pre 1919",60-70m,0,
1641,Non Residential,"1837-1869,Pre 1919",70-80m,0,
1642,Non Residential,"1837-1869,Pre 1919",80-90m,0,
1643,Non Residential,"1837-1869,Pre 1919",90-100m,0,
1644,Non Residential,"1837-1869,Pre 1919",100-200m,0,
1645,Non Residential,1919-1944,0-2m,0,
1646,Non Residential,1919-1944,2-3m,93,1.0
1647,Non Residential,1919-1944,3-4m,1665,1.0
1648,Non Residential,1919-1944,4-5m,2096,1.0
1649,Non Residential,1919-1944,5-6m,2687,1.3933755117231112
1650,Non Residential,1919-1944,6-7m,2373,2.0
1651,Non Residential,1919-1944,7-8m,4928,2.028409090909091
1652,Non Residential,1919-1944,8-9m,13710,2.059299781181619
1653,Non Residential,1919-1944,9-10m,18986,2.1247234804592856
1654,Non Residential,1919-1944,10-11m,11202,2.227816461346188
1655,Non Residential,1919-1944,11-12m,4277,2.866962824409633
1656,Non Residential,1919-1944,12-13m,4114,3.09965969859018
1657,Non Residential,1919-1944,13-14m,3522,3.1453719477569564
1658,Non Residential,1919-1944,14-15m,3367,3.185922185922186
1659,Non Residential,1919-1944,15-16m,2299,3.322749021313615
1660,Non Residential,1919-1944,16-17m,1566,3.528097062579821
1661,Non Residential,1919-1944,17-18m,691,4.138929088277858
1662,Non Residential,1919-1944,18-19m,560,4.226785714285715
1663,Non Residential,1919-1944,19-20m,397,4.287153652392947
1664,Non Residential,1919-1944,20-22m,745,4.401342281879194
1665,Non Residential,1919-1944,22-24m,237,5.037974683544304
1666,Non Residential,1919-1944,24-26m,237,5.236286919831223
1667,Non Residential,1919-1944,26-28m,165,5.472727272727273
1668,Non Residential,1919-1944,28-30m,63,6.476190476190476
1669,Non Residential,1919-1944,30-35m,75,6.8933333333333335
1670,Non Residential,1919-1944,35-40m,39,8.076923076923077
1671,Non Residential,1919-1944,40-45m,22,9.5
1672,Non Residential,1919-1944,45-50m,17,9.117647058823529
1673,Non Residential,1919-1944,50-55m,0,
1674,Non Residential,1919-1944,55-60m,2,15.5
1675,Non Residential,1919-1944,60-70m,0,
1676,Non Residential,1919-1944,70-80m,0,
1677,Non Residential,1919-1944,80-90m,0,
1678,Non Residential,1919-1944,90-100m,0,
1679,Non Residential,1919-1944,100-200m,0,
1680,Non Residential,"1919-1944,1945-1959",0-2m,0,
1681,Non Residential,"1919-1944,1945-1959",2-3m,0,
1682,Non Residential,"1919-1944,1945-1959",3-4m,36,1.0
1683,Non Residential,"1919-1944,1945-1959",4-5m,40,1.0
1684,Non Residential,"1919-1944,1945-1959",5-6m,50,1.06
1685,Non Residential,"1919-1944,1945-1959",6-7m,14,2.0
1686,Non Residential,"1919-1944,1945-1959",7-8m,8,2.0
1687,Non Residential,"1919-1944,1945-1959",8-9m,29,2.0344827586206895
1688,Non Residential,"1919-1944,1945-1959",9-10m,49,2.061224489795918
1689,Non Residential,"1919-1944,1945-1959",10-11m,36,2.0
1690,Non Residential,"1919-1944,1945-1959",11-12m,13,2.6153846153846154
1691,Non Residential,"1919-1944,1945-1959",12-13m,5,3.0
1692,Non Residential,"1919-1944,1945-1959",13-14m,3,3.0
1693,Non Residential,"1919-1944,1945-1959",14-15m,7,3.0
1694,Non Residential,"1919-1944,1945-1959",15-16m,5,3.2
1695,Non Residential,"1919-1944,1945-1959",16-17m,3,3.3333333333333335
1696,Non Residential,"1919-1944,1945-1959",17-18m,0,
1697,Non Residential,"1919-1944,1945-1959",18-19m,1,4.0
1698,Non Residential,"1919-1944,1945-1959",19-20m,2,4.0
1699,Non Residential,"1919-1944,1945-1959",20-22m,3,4.0
1700,Non Residential,"1919-1944,1945-1959",22-24m,0,
1701,Non Residential,"1919-1944,1945-1959",24-26m,1,6.0
1702,Non Residential,"1919-1944,1945-1959",26-28m,4,5.75
1703,Non Residential,"1919-1944,1945-1959",28-30m,4,6.0
1704,Non Residential,"1919-1944,1945-1959",30-35m,3,6.0
1705,Non Residential,"1919-1944,1945-1959",35-40m,1,7.0
1706,Non Residential,"1919-1944,1945-1959",40-45m,0,
1707,Non Residential,"1919-1944,1945-1959",45-50m,0,
1708,Non Residential,"1919-1944,1945-1959",50-55m,0,
1709,Non Residential,"1919-1944,1945-1959",55-60m,0,
1710,Non Residential,"1919-1944,1945-1959",60-70m,0,
1711,Non Residential,"1919-1944,1945-1959",70-80m,0,
1712,Non Residential,"1919-1944,1945-1959",80-90m,0,
1713,Non Residential,"1919-1944,1945-1959",90-100m,0,
1714,Non Residential,"1919-1944,1945-1959",100-200m,0,
1715,Non Residential,"1919-1944,1945-1959,1980-1989",0-2m,0,
1716,Non Residential,"1919-1944,1945-1959,1980-1989",2-3m,0,
1717,Non Residential,"1919-1944,1945-1959,1980-1989",3-4m,2,1.0
1718,Non Residential,"1919-1944,1945-1959,1980-1989",4-5m,3,1.0
1719,Non Residential,"1919-1944,1945-1959,1980-1989",5-6m,3,1.3333333333333333
1720,Non Residential,"1919-1944,1945-1959,1980-1989",6-7m,0,
1721,Non Residential,"1919-1944,1945-1959,1980-1989",7-8m,1,2.0
1722,Non Residential,"1919-1944,1945-1959,1980-1989",8-9m,1,2.0
1723,Non Residential,"1919-1944,1945-1959,1980-1989",9-10m,2,2.0
1724,Non Residential,"1919-1944,1945-1959,1980-1989",10-11m,2,2.0
1725,Non Residential,"1919-1944,1945-1959,1980-1989",11-12m,0,
1726,Non Residential,"1919-1944,1945-1959,1980-1989",12-13m,0,
1727,Non Residential,"1919-1944,1945-1959,1980-1989",13-14m,0,
1728,Non Residential,"1919-1944,1945-1959,1980-1989",14-15m,0,
1729,Non Residential,"1919-1944,1945-1959,1980-1989",15-16m,0,
1730,Non Residential,"1919-1944,1945-1959,1980-1989",16-17m,0,
1731,Non Residential,"1919-1944,1945-1959,1980-1989",17-18m,0,
1732,Non Residential,"1919-1944,1945-1959,1980-1989",18-19m,0,
1733,Non Residential,"1919-1944,1945-1959,1980-1989",19-20m,0,
1734,Non Residential,"1919-1944,1945-1959,1980-1989",20-22m,0,
1735,Non Residential,"1919-1944,1945-1959,1980-1989",22-24m,0,
1736,Non Residential,"1919-1944,1945-1959,1980-1989",24-26m,0,
1737,Non Residential,"1919-1944,1945-1959,1980-1989",26-28m,0,
1738,Non Residential,"1919-1944,1945-1959,1980-1989",28-30m,0,
1739,Non Residential,"1919-1944,1945-1959,1980-1989",30-35m,0,
1740,Non Residential,"1919-1944,1945-1959,1980-1989",35-40m,0,
1741,Non Residential,"1919-1944,1945-1959,1980-1989",40-45m,0,
1742,Non Residential,"1919-1944,1945-1959,1980-1989",45-50m,0,
1743,Non Residential,"1919-1944,1945-1959,1980-1989",50-55m,0,
1744,Non Residential,"1919-1944,1945-1959,1980-1989",55-60m,0,
1745,Non Residential,"1919-1944,1945-1959,1980-1989",60-70m,0,
1746,Non Residential,"1919-1944,1945-1959,1980-1989",70-80m,0,
1747,Non Residential,"1919-1944,1945-1959,1980-1989",80-90m,0,
1748,Non Residential,"1919-1944,1945-1959,1980-1989",90-100m,0,
1749,Non Residential,"1919-1944,1945-1959,1980-1989",100-200m,0,
1750,Non Residential,"1919-1944,1945-1959,1990-1999",0-2m,0,
1751,Non Residential,"1919-1944,1945-1959,1990-1999",2-3m,0,
1752,Non Residential,"1919-1944,1945-1959,1990-1999",3-4m,0,
1753,Non Residential,"1919-1944,1945-1959,1990-1999",4-5m,0,
1754,Non Residential,"1919-1944,1945-1959,1990-1999",5-6m,0,
1755,Non Residential,"1919-1944,1945-1959,1990-1999",6-7m,0,
1756,Non Residential,"1919-1944,1945-1959,1990-1999",7-8m,0,
1757,Non Residential,"1919-1944,1945-1959,1990-1999",8-9m,0,
1758,Non Residential,"1919-1944,1945-1959,1990-1999",9-10m,0,
1759,Non Residential,"1919-1944,1945-1959,1990-1999",10-11m,0,
1760,Non Residential,"1919-1944,1945-1959,1990-1999",11-12m,0,
1761,Non Residential,"1919-1944,1945-1959,1990-1999",12-13m,0,
1762,Non Residential,"1919-1944,1945-1959,1990-1999",13-14m,0,
1763,Non Residential,"1919-1944,1945-1959,1990-1999",14-15m,0,
1764,Non Residential,"1919-1944,1945-1959,1990-1999",15-16m,0,
1765,Non Residential,"1919-1944,1945-1959,1990-1999",16-17m,0,
1766,Non Residential,"1919-1944,1945-1959,1990-1999",17-18m,0,
1767,Non Residential,"1919-1944,1945-1959,1990-1999",18-19m,0,
1768,Non Residential,"1919-1944,1945-1959,1990-1999",19-20m,0,
1769,Non Residential,"1919-1944,1945-1959,1990-1999",20-22m,0,
1770,Non Residential,"1919-1944,1945-1959,1990-1999",22-24m,0,
1771,Non Residential,"1919-1944,1945-1959,1990-1999",24-26m,0,
1772,Non Residential,"1919-1944,1945-1959,1990-1999",26-28m,0,
1773,Non Residential,"1919-1944,1945-1959,1990-1999",28-30m,0,
1774,Non Residential,"1919-1944,1945-1959,1990-1999",30-35m,0,
1775,Non Residential,"1919-1944,1945-1959,1990-1999",35-40m,0,
1776,Non Residential,"1919-1944,1945-1959,1990-1999",40-45m,0,
1777,Non Residential,"1919-1944,1945-1959,1990-1999",45-50m,0,
1778,Non Residential,"1919-1944,1945-1959,1990-1999",50-55m,0,
1779,Non Residential,"1919-1944,1945-1959,1990-1999",55-60m,0,
1780,Non Residential,"1919-1944,1945-1959,1990-1999",60-70m,0,
1781,Non Residential,"1919-1944,1945-1959,1990-1999",70-80m,0,
1782,Non Residential,"1919-1944,1945-1959,1990-1999",80-90m,0,
1783,Non Residential,"1919-1944,1945-1959,1990-1999",90-100m,0,
1784,Non Residential,"1919-1944,1945-1959,1990-1999",100-200m,0,
1785,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",0-2m,0,
1786,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",2-3m,0,
1787,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",3-4m,0,
1788,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",4-5m,0,
1789,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",5-6m,0,
1790,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",6-7m,0,
1791,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",7-8m,0,
1792,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",8-9m,1,2.0
1793,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",9-10m,0,
1794,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",10-11m,0,
1795,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",11-12m,0,
1796,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",12-13m,0,
1797,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",13-14m,0,
1798,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",14-15m,0,
1799,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",15-16m,0,
1800,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",16-17m,0,
1801,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",17-18m,0,
1802,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",18-19m,0,
1803,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",19-20m,0,
1804,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",20-22m,0,
1805,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",22-24m,0,
1806,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",24-26m,0,
1807,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",26-28m,0,
1808,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",28-30m,0,
1809,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",30-35m,0,
1810,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",35-40m,0,
1811,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",40-45m,0,
1812,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",45-50m,0,
1813,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",50-55m,0,
1814,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",55-60m,0,
1815,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",60-70m,0,
1816,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",70-80m,0,
1817,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",80-90m,0,
1818,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",90-100m,0,
1819,Non Residential,"1919-1944,1945-1959,1990-1999,Pre 1919",100-200m,0,
1820,Non Residential,"1919-1944,1945-1959,Post 1999",0-2m,0,
1821,Non Residential,"1919-1944,1945-1959,Post 1999",2-3m,0,
1822,Non Residential,"1919-1944,1945-1959,Post 1999",3-4m,0,
1823,Non Residential,"1919-1944,1945-1959,Post 1999",4-5m,0,
1824,Non Residential,"1919-1944,1945-1959,Post 1999",5-6m,0,
1825,Non Residential,"1919-1944,1945-1959,Post 1999",6-7m,0,
1826,Non Residential,"1919-1944,1945-1959,Post 1999",7-8m,0,
1827,Non Residential,"1919-1944,1945-1959,Post 1999",8-9m,0,
1828,Non Residential,"1919-1944,1945-1959,Post 1999",9-10m,0,
1829,Non Residential,"1919-1944,1945-1959,Post 1999",10-11m,0,
1830,Non Residential,"1919-1944,1945-1959,Post 1999",11-12m,0,
1831,Non Residential,"1919-1944,1945-1959,Post 1999",12-13m,2,3.0
1832,Non Residential,"1919-1944,1945-1959,Post 1999",13-14m,0,
1833,Non Residential,"1919-1944,1945-1959,Post 1999",14-15m,0,
1834,Non Residential,"1919-1944,1945-1959,Post 1999",15-16m,0,
1835,Non Residential,"1919-1944,1945-1959,Post 1999",16-17m,0,
1836,Non Residential,"1919-1944,1945-1959,Post 1999",17-18m,0,
1837,Non Residential,"1919-1944,1945-1959,Post 1999",18-19m,0,
1838,Non Residential,"1919-1944,1945-1959,Post 1999",19-20m,0,
1839,Non Residential,"1919-1944,1945-1959,Post 1999",20-22m,0,
1840,Non Residential,"1919-1944,1945-1959,Post 1999",22-24m,0,
1841,Non Residential,"1919-1944,1945-1959,Post 1999",24-26m,0,
1842,Non Residential,"1919-1944,1945-1959,Post 1999",26-28m,0,
1843,Non Residential,"1919-1944,1945-1959,Post 1999",28-30m,0,
1844,Non Residential,"1919-1944,1945-1959,Post 1999",30-35m,0,
1845,Non Residential,"1919-1944,1945-1959,Post 1999",35-40m,0,
1846,Non Residential,"1919-1944,1945-1959,Post 1999",40-45m,0,
1847,Non Residential,"1919-1944,1945-1959,Post 1999",45-50m,0,
1848,Non Residential,"1919-1944,1945-1959,Post 1999",50-55m,0,
1849,Non Residential,"1919-1944,1945-1959,Post 1999",55-60m,0,
1850,Non Residential,"1919-1944,1945-1959,Post 1999",60-70m,0,
1851,Non Residential,"1919-1944,1945-1959,Post 1999",70-80m,0,
1852,Non Residential,"1919-1944,1945-1959,Post 1999",80-90m,0,
1853,Non Residential,"1919-1944,1945-1959,Post 1999",90-100m,0,
1854,Non Residential,"1919-1944,1945-1959,Post 1999",100-200m,0,
1855,Non Residential,"1919-1944,1945-1959,Pre 1919",0-2m,0,
1856,Non Residential,"1919-1944,1945-1959,Pre 1919",2-3m,0,
1857,Non Residential,"1919-1944,1945-1959,Pre 1919",3-4m,0,
1858,Non Residential,"1919-1944,1945-1959,Pre 1919",4-5m,0,
1859,Non Residential,"1919-1944,1945-1959,Pre 1919",5-6m,1,1.0
1860,Non Residential,"1919-1944,1945-1959,Pre 1919",6-7m,0,
1861,Non Residential,"1919-1944,1945-1959,Pre 1919",7-8m,1,2.0
1862,Non Residential,"1919-1944,1945-1959,Pre 1919",8-9m,3,2.0
1863,Non Residential,"1919-1944,1945-1959,Pre 1919",9-10m,4,2.25
1864,Non Residential,"1919-1944,1945-1959,Pre 1919",10-11m,3,2.0
1865,Non Residential,"1919-1944,1945-1959,Pre 1919",11-12m,0,
1866,Non Residential,"1919-1944,1945-1959,Pre 1919",12-13m,0,
1867,Non Residential,"1919-1944,1945-1959,Pre 1919",13-14m,1,3.0
1868,Non Residential,"1919-1944,1945-1959,Pre 1919",14-15m,1,3.0
1869,Non Residential,"1919-1944,1945-1959,Pre 1919",15-16m,1,3.0
1870,Non Residential,"1919-1944,1945-1959,Pre 1919",16-17m,0,
1871,Non Residential,"1919-1944,1945-1959,Pre 1919",17-18m,0,
1872,Non Residential,"1919-1944,1945-1959,Pre 1919",18-19m,1,4.0
1873,Non Residential,"1919-1944,1945-1959,Pre 1919",19-20m,0,
1874,Non Residential,"1919-1944,1945-1959,Pre 1919",20-22m,0,
1875,Non Residential,"1919-1944,1945-1959,Pre 1919",22-24m,0,
1876,Non Residential,"1919-1944,1945-1959,Pre 1919",24-26m,0,
1877,Non Residential,"1919-1944,1945-1959,Pre 1919",26-28m,0,
1878,Non Residential,"1919-1944,1945-1959,Pre 1919",28-30m,0,
1879,Non Residential,"1919-1944,1945-1959,Pre 1919",30-35m,0,
1880,Non Residential,"1919-1944,1945-1959,Pre 1919",35-40m,0,
1881,Non Residential,"1919-1944,1945-1959,Pre 1919",40-45m,0,
1882,Non Residential,"1919-1944,1945-1959,Pre 1919",45-50m,0,
1883,Non Residential,"1919-1944,1945-1959,Pre 1919",50-55m,0,
1884,Non Residential,"1919-1944,1945-1959,Pre 1919",55-60m,0,
1885,Non Residential,"1919-1944,1945-1959,Pre 1919",60-70m,0,
1886,Non Residential,"1919-1944,1945-1959,Pre 1919",70-80m,0,
1887,Non Residential,"1919-1944,1945-1959,Pre 1919",80-90m,0,
1888,Non Residential,"1919-1944,1945-1959,Pre 1919",90-100m,0,
1889,Non Residential,"1919-1944,1945-1959,Pre 1919",100-200m,0,
1890,Non Residential,"1919-1944,1960-1979",0-2m,0,
1891,Non Residential,"1919-1944,1960-1979",2-3m,0,
1892,Non Residential,"1919-1944,1960-1979",3-4m,12,1.0
1893,Non Residential,"1919-1944,1960-1979",4-5m,9,1.0
1894,Non Residential,"1919-1944,1960-1979",5-6m,6,1.1666666666666667
1895,Non Residential,"1919-1944,1960-1979",6-7m,3,2.0
1896,Non Residential,"1919-1944,1960-1979",7-8m,9,2.0
1897,Non Residential,"1919-1944,1960-1979",8-9m,12,2.25
1898,Non Residential,"1919-1944,1960-1979",9-10m,47,2.127659574468085
1899,Non Residential,"1919-1944,1960-1979",10-11m,17,2.0
1900,Non Residential,"1919-1944,1960-1979",11-12m,8,2.625
1901,Non Residential,"1919-1944,1960-1979",12-13m,4,3.5
1902,Non Residential,"1919-1944,1960-1979",13-14m,1,3.0
1903,Non Residential,"1919-1944,1960-1979",14-15m,3,3.0
1904,Non Residential,"1919-1944,1960-1979",15-16m,4,3.0
1905,Non Residential,"1919-1944,1960-1979",16-17m,0,
1906,Non Residential,"1919-1944,1960-1979",17-18m,0,
1907,Non Residential,"1919-1944,1960-1979",18-19m,0,
1908,Non Residential,"1919-1944,1960-1979",19-20m,0,
1909,Non Residential,"1919-1944,1960-1979",20-22m,1,4.0
1910,Non Residential,"1919-1944,1960-1979",22-24m,0,
1911,Non Residential,"1919-1944,1960-1979",24-26m,0,
1912,Non Residential,"1919-1944,1960-1979",26-28m,0,
1913,Non Residential,"1919-1944,1960-1979",28-30m,0,
1914,Non Residential,"1919-1944,1960-1979",30-35m,0,
1915,Non Residential,"1919-1944,1960-1979",35-40m,0,
1916,Non Residential,"1919-1944,1960-1979",40-45m,0,
1917,Non Residential,"1919-1944,1960-1979",45-50m,0,
1918,Non Residential,"1919-1944,1960-1979",50-55m,0,
1919,Non Residential,"1919-1944,1960-1979",55-60m,0,
1920,Non Residential,"1919-1944,1960-1979",60-70m,0,
1921,Non Residential,"1919-1944,1960-1979",70-80m,0,
1922,Non Residential,"1919-1944,1960-1979",80-90m,0,
1923,Non Residential,"1919-1944,1960-1979",90-100m,0,
1924,Non Residential,"1919-1944,1960-1979",100-200m,0,
1925,Non Residential,"1919-1944,1980-1989",0-2m,0,
1926,Non Residential,"1919-1944,1980-1989",2-3m,1,1.0
1927,Non Residential,"1919-1944,1980-1989",3-4m,5,1.0
1928,Non Residential,"1919-1944,1980-1989",4-5m,12,1.0
1929,Non Residential,"1919-1944,1980-1989",5-6m,12,1.0833333333333333
1930,Non Residential,"1919-1944,1980-1989",6-7m,2,2.0
1931,Non Residential,"1919-1944,1980-1989",7-8m,8,2.0
1932,Non Residential,"1919-1944,1980-1989",8-9m,18,2.0
1933,Non Residential,"1919-1944,1980-1989",9-10m,22,2.0454545454545454
1934,Non Residential,"1919-1944,1980-1989",10-11m,20,2.0
1935,Non Residential,"1919-1944,1980-1989",11-12m,0,
1936,Non Residential,"1919-1944,1980-1989",12-13m,0,
1937,Non Residential,"1919-1944,1980-1989",13-14m,2,3.0
1938,Non Residential,"1919-1944,1980-1989",14-15m,3,3.0
1939,Non Residential,"1919-1944,1980-1989",15-16m,0,
1940,Non Residential,"1919-1944,1980-1989",16-17m,0,
1941,Non Residential,"1919-1944,1980-1989",17-18m,0,
1942,Non Residential,"1919-1944,1980-1989",18-19m,0,
1943,Non Residential,"1919-1944,1980-1989",19-20m,2,4.0
1944,Non Residential,"1919-1944,1980-1989",20-22m,0,
1945,Non Residential,"1919-1944,1980-1989",22-24m,1,5.0
1946,Non Residential,"1919-1944,1980-1989",24-26m,0,
1947,Non Residential,"1919-1944,1980-1989",26-28m,2,5.5
1948,Non Residential,"1919-1944,1980-1989",28-30m,2,6.0
1949,Non Residential,"1919-1944,1980-1989",30-35m,0,
1950,Non Residential,"1919-1944,1980-1989",35-40m,2,7.0
1951,Non Residential,"1919-1944,1980-1989",40-45m,0,
1952,Non Residential,"1919-1944,1980-1989",45-50m,0,
1953,Non Residential,"1919-1944,1980-1989",50-55m,0,
1954,Non Residential,"1919-1944,1980-1989",55-60m,0,
1955,Non Residential,"1919-1944,1980-1989",60-70m,0,
1956,Non Residential,"1919-1944,1980-1989",70-80m,0,
1957,Non Residential,"1919-1944,1980-1989",80-90m,0,
1958,Non Residential,"1919-1944,1980-1989",90-100m,0,
1959,Non Residential,"1919-1944,1980-1989",100-200m,0,
1960,Non Residential,"1919-1944,1980-1989,Pre 1919",0-2m,0,
1961,Non Residential,"1919-1944,1980-1989,Pre 1919",2-3m,0,
1962,Non Residential,"1919-1944,1980-1989,Pre 1919",3-4m,0,
